product_name                       , category         , brand  , model_number, cost_price, competitor_price, stock, demand_score, current_price
LG LG-MJ514 Laptop                 , Laptop           , LG     , LG-MJ514    ,     117324,                 ,   119,           44,        150707
Canon CAN-QR108 Camera             , Camera           , Canon  , CAN-QR108   ,      94671,                 ,   206,            6,        116029
Samsung SAM-IY013 Earbuds          , Earbuds          , Samsung, SAM-IY013   ,       1119,                 ,   147,           78,          1356
Apple APP-OX056 Bluetooth Speaker  , Bluetooth Speaker, Apple  , APP-OX056   ,      17001,                 ,    36,           20,         18478
Samsung SAM-LQ640 Smart TV         , Smart TV         , Samsung, SAM-LQ640   ,      20281,                 ,   118,           35,         21534
Xiaomi XIA-ZK595 Earbuds           , Earbuds          , Xiaomi , XIA-ZK595   ,       4793,                 ,    58,           69,          5291
HP HP-HC354 Bluetooth Speaker      , Bluetooth Speaker, HP     , HP-HC354    ,      10200,                 ,    11,           20,         12499
Dell DEL-AC864 Mobile              , Mobile           , Dell   , DEL-AC864   ,      41057,                 ,    42,           98,         54997
Samsung SAM-FQ941 Mobile           , Mobile           , Samsung, SAM-FQ941   ,      29857,                 ,    38,           95,         40065
LG LG-MX263 Camera                 , Camera           , LG     , LG-MX263    ,      71503,                 ,   177,           23,         86138
LG LG-JL242 Earbuds                , Earbuds          , LG     , LG-JL242    ,       5913,                 ,   127,           45,          6456
Canon CAN-BT603 Earbuds            , Earbuds          , Canon  , CAN-BT603   ,       4903,                 ,   233,            8,          6184
LG LG-ZP588 Smartwatch             , Smartwatch       , LG     , LG-ZP588    ,      13225,                 ,   246,            8,         14633
JBL JBL-RY522 Smart TV             , Smart TV         , JBL    , JBL-RY522   ,      43196,                 ,     4,           86,         51106
Samsung SAM-NX866 Smart TV         , Smart TV         , Samsung, SAM-NX866   ,      68320,                 ,   217,           43,         88914
Boat BOA-EZ981 Mobile              , Mobile           , Boat   , BOA-EZ981   ,      28473,                 ,   209,           17,         30046
Apple APP-ZL968 Smart TV           , Smart TV         , Apple  , APP-ZL968   ,      44089,                 ,   231,           76,         57786
Dell DEL-XX033 Earbuds             , Earbuds          , Dell   , DEL-XX033   ,       1486,                 ,    45,           68,          1975
HP HP-NX075 Earbuds                , Earbuds          , HP     , HP-NX075    ,       7444,                 ,    30,           80,          9157
LG LG-CD559 Camera                 , Camera           , LG     , LG-CD559    ,      34508,                 ,   104,           90,         43138
Apple APP-OC253 Mobile             , Mobile           , Apple  , APP-OC253   ,      14125,                 ,   241,           64,         17618
HP HP-JM602 Smart TV               , Smart TV         , HP     , HP-JM602    ,      25704,                 ,    88,           48,         33670
Canon CAN-PS083 Laptop             , Laptop           , Canon  , CAN-PS083   ,      97460,                 ,    76,           31,        125208
Samsung SAM-TX808 Laptop           , Laptop           , Samsung, SAM-TX808   ,      91024,                 ,    97,            4,         98554
HP HP-HM608 Earbuds                , Earbuds          , HP     , HP-HM608    ,       2137,                 ,   225,           82,          2524
HP HP-ZL824 Laptop                 , Laptop           , HP     , HP-ZL824    ,      50426,                 ,   128,           88,         66091
Apple APP-EF877 Bluetooth Speaker  , Bluetooth Speaker, Apple  , APP-EF877   ,       9189,                 ,    88,           85,         11149
Dell DEL-VN135 Camera              , Camera           , Dell   , DEL-VN135   ,      18726,                 ,   249,           71,         23202
JBL JBL-WA188 Laptop               , Laptop           , JBL    , JBL-WA188   ,      34108,                 ,    92,           89,         39706
Samsung SAM-LX728 Laptop           , Laptop           , Samsung, SAM-LX728   ,     108360,                 ,   240,           35,        121500
LG LG-QD035 Smartwatch             , Smartwatch       , LG     , LG-QD035    ,      25443,                 ,    10,           99,         26827
Boat BOA-PJ187 Laptop              , Laptop           , Boat   , BOA-PJ187   ,     101743,                 ,    73,           66,        127225
Apple APP-HK159 Bluetooth Speaker  , Bluetooth Speaker, Apple  , APP-HK159   ,       3989,                 ,    84,           26,          4787
Xiaomi XIA-QR240 Camera            , Camera           , Xiaomi , XIA-QR240   ,      21471,                 ,   197,           28,         25888
Lenovo LEN-AX660 Camera            , Camera           , Lenovo , LEN-AX660   ,      46348,                 ,   152,           12,         59980
Canon CAN-UH964 Earbuds            , Earbuds          , Canon  , CAN-UH964   ,       5752,                 ,    36,           79,          6727
Dell DEL-LF356 Smart TV            , Smart TV         , Dell   , DEL-LF356   ,      31563,                 ,    42,           48,         37654
Apple APP-AZ985 Smartwatch         , Smartwatch       , Apple  , APP-AZ985   ,      29966,                 ,   241,           43,         38772
Canon CAN-HR432 Smartwatch         , Smartwatch       , Canon  , CAN-HR432   ,      28580,                 ,   106,           80,         37060
HP HP-GS821 Earbuds                , Earbuds          , HP     , HP-GS821    ,       2338,                 ,   142,           25,          2504
Xiaomi XIA-XU866 Camera            , Camera           , Xiaomi , XIA-XU866   ,     143803,                 ,    14,           68,        190986
Sony SON-SR924 Bluetooth Speaker   , Bluetooth Speaker, Sony   , SON-SR924   ,      14076,                 ,    18,           34,         16803
Samsung SAM-PZ837 Smart TV         , Smart TV         , Samsung, SAM-PZ837   ,      66413,                 ,   239,           52,         79414
JBL JBL-QM933 Bluetooth Speaker    , Bluetooth Speaker, JBL    , JBL-QM933   ,       4610,                 ,   155,           35,          6126
Lenovo LEN-WE012 Laptop            , Laptop           , Lenovo , LEN-WE012   ,      79691,                 ,     1,           49,        100832
JBL JBL-TE630 Camera               , Camera           , JBL    , JBL-TE630   ,     101365,                 ,    94,           74,        111941
Xiaomi XIA-TH732 Earbuds           , Earbuds          , Xiaomi , XIA-TH732   ,       5658,                 ,    70,           63,          6832
Boat BOA-WM859 Earbuds             , Earbuds          , Boat   , BOA-WM859   ,       2859,                 ,   188,           42,          3682
Boat BOA-XN832 Mobile              , Mobile           , Boat   , BOA-XN832   ,      30611,                 ,   117,            7,         36040
Sony SON-DF459 Mobile              , Mobile           , Sony   , SON-DF459   ,      27675,                 ,   105,           47,         29419
Sony SON-IS746 Smart TV            , Smart TV         , Sony   , SON-IS746   ,      85429,                 ,   213,           92,        110695
Dell DEL-QA271 Laptop              , Laptop           , Dell   , DEL-QA271   ,     119088,                 ,    14,           10,        153400
Sony SON-MT066 Camera              , Camera           , Sony   , SON-MT066   ,     142959,                 ,   124,           42,        167735
LG LG-ZJ013 Smart TV               , Smart TV         , LG     , LG-ZJ013    ,      54084,                 ,   151,           19,         61689
Dell DEL-TN007 Mobile              , Mobile           , Dell   , DEL-TN007   ,      42451,                 ,   201,           89,         49969
Dell DEL-IC530 Laptop              , Laptop           , Dell   , DEL-IC530   ,      90681,                 ,   201,           97,        116071
HP HP-YL554 Mobile                 , Mobile           , HP     , HP-YL554    ,      32160,                 ,   225,           33,         40877
Sony SON-IX319 Bluetooth Speaker   , Bluetooth Speaker, Sony   , SON-IX319   ,      18014,                 ,   149,           48,         21807
LG LG-AF920 Camera                 , Camera           , LG     , LG-AF920    ,      83388,                 ,   219,           71,        103617
Sony SON-DS736 Smartwatch          , Smartwatch       , Sony   , SON-DS736   ,      26711,                 ,   200,           78,         33158
JBL JBL-QP018 Camera               , Camera           , JBL    , JBL-QP018   ,      22421,                 ,    63,           35,         24495
Apple APP-KJ541 Mobile             , Mobile           , Apple  , APP-KJ541   ,      10358,                 ,    66,           42,         13035
Lenovo LEN-QH662 Bluetooth Speaker , Bluetooth Speaker, Lenovo , LEN-QH662   ,      12543,                 ,    18,           68,         13653
Sony SON-KX562 Smartwatch          , Smartwatch       , Sony   , SON-KX562   ,      20625,                 ,    31,           39,         23742
Apple APP-MP789 Camera             , Camera           , Apple  , APP-MP789   ,      69253,                 ,   228,           97,         78219
LG LG-HB429 Earbuds                , Earbuds          , LG     , LG-HB429    ,       6518,                 ,    96,           70,          7628
Xiaomi XIA-AR986 Earbuds           , Earbuds          , Xiaomi , XIA-AR986   ,       2972,                 ,    12,           49,          3670
Apple APP-UB796 Laptop             , Laptop           , Apple  , APP-UB796   ,      89315,                 ,     4,           44,         95592
HP HP-GB888 Smart TV               , Smart TV         , HP     , HP-GB888    ,      56378,                 ,     7,           72,         70024
Lenovo LEN-IT070 Earbuds           , Earbuds          , Lenovo , LEN-IT070   ,       2085,                 ,    43,           58,          2614
Sony SON-RE346 Camera              , Camera           , Sony   , SON-RE346   ,      89069,                 ,   214,           44,        111411
Apple APP-JI144 Bluetooth Speaker  , Bluetooth Speaker, Apple  , APP-JI144   ,      10686,                 ,     7,           22,         12711
LG LG-RM481 Camera                 , Camera           , LG     , LG-RM481    ,     110673,                 ,    76,           93,        148001
Samsung SAM-ZV194 Laptop           , Laptop           , Samsung, SAM-ZV194   ,      35526,                 ,    54,           80,         45347
Lenovo LEN-LP768 Smartwatch        , Smartwatch       , Lenovo , LEN-LP768   ,       5665,                 ,   120,           55,          6112
Sony SON-MM840 Camera              , Camera           , Sony   , SON-MM840   ,      83619,                 ,   139,            8,         96519
Dell DEL-AW577 Bluetooth Speaker   , Bluetooth Speaker, Dell   , DEL-AW577   ,       8123,                 ,    29,           23,          9686
Lenovo LEN-WN664 Laptop            , Laptop           , Lenovo , LEN-WN664   ,      80922,                 ,     4,           84,         88668
Xiaomi XIA-MR618 Bluetooth Speaker , Bluetooth Speaker, Xiaomi , XIA-MR618   ,       9555,                 ,    29,           21,         10731
Samsung SAM-AY544 Smartwatch       , Smartwatch       , Samsung, SAM-AY544   ,      16395,                 ,   209,           72,         20281
Apple APP-TI325 Laptop             , Laptop           , Apple  , APP-TI325   ,     116878,                 ,   244,           16,        153040
Lenovo LEN-JV045 Smartwatch        , Smartwatch       , Lenovo , LEN-JV045   ,      13699,                 ,   225,           14,         17597
Boat BOA-LD461 Mobile              , Mobile           , Boat   , BOA-LD461   ,      22163,                 ,   113,           66,         25286
Samsung SAM-OA066 Smart TV         , Smart TV         , Samsung, SAM-OA066   ,      55585,                 ,   200,           65,         73988
JBL JBL-OR438 Earbuds              , Earbuds          , JBL    , JBL-OR438   ,       6462,                 ,   189,           23,          8384
Xiaomi XIA-VI757 Camera            , Camera           , Xiaomi , XIA-VI757   ,      33073,                 ,    54,            6,         40685
Boat BOA-CT238 Earbuds             , Earbuds          , Boat   , BOA-CT238   ,       1942,                 ,   142,           86,          2497
HP HP-OJ184 Camera                 , Camera           , HP     , HP-OJ184    ,      76929,                 ,    48,           42,         92341
LG LG-CP193 Camera                 , Camera           , LG     , LG-CP193    ,      40169,                 ,   157,           88,         49744
Xiaomi XIA-SC498 Smart TV          , Smart TV         , Xiaomi , XIA-SC498   ,      65033,                 ,   133,           67,         85220
Apple APP-UL691 Smartwatch         , Smartwatch       , Apple  , APP-UL691   ,      10693,                 ,   148,           35,         11487
Samsung SAM-NB984 Smart TV         , Smart TV         , Samsung, SAM-NB984   ,      26721,                 ,   162,           82,         29289
Sony SON-RE816 Smartwatch          , Smartwatch       , Sony   , SON-RE816   ,      10373,                 ,     9,           25,         13927
Dell DEL-NK997 Smartwatch          , Smartwatch       , Dell   , DEL-NK997   ,      29561,                 ,    53,           33,         32214
LG LG-ZZ414 Earbuds                , Earbuds          , LG     , LG-ZZ414    ,       4759,                 ,    64,           80,          5862
JBL JBL-HS879 Bluetooth Speaker    , Bluetooth Speaker, JBL    , JBL-HS879   ,       5917,                 ,   179,            3,          7684
Xiaomi XIA-FQ236 Bluetooth Speaker , Bluetooth Speaker, Xiaomi , XIA-FQ236   ,       3530,                 ,    24,           13,          4128
Lenovo LEN-ZE567 Bluetooth Speaker , Bluetooth Speaker, Lenovo , LEN-ZE567   ,      16476,                 ,   148,           98,         17901
Dell DEL-OP976 Camera              , Camera           , Dell   , DEL-OP976   ,      32347,                 ,    67,           45,         35276
JBL JBL-HW850 Camera               , Camera           , JBL    , JBL-HW850   ,     143955,                 ,   127,           96,        184696
Samsung SAM-RF712 Laptop           , Laptop           , Samsung, SAM-RF712   ,     119299,                 ,    77,           20,        136423
Sony SON-VR270 Earbuds             , Earbuds          , Sony   , SON-VR270   ,       6277,                 ,   190,            6,          7113
Boat BOA-CW787 Camera              , Camera           , Boat   , BOA-CW787   ,     132407,                 ,   129,           60,        147608
LG LG-GU726 Smartwatch             , Smartwatch       , LG     , LG-GU726    ,       9610,                 ,     4,           83,         11204
LG LG-KU690 Smart TV               , Smart TV         , LG     , LG-KU690    ,      62913,                 ,   129,           11,         74736
HP HP-FW842 Bluetooth Speaker      , Bluetooth Speaker, HP     , HP-FW842    ,      18073,                 ,    55,           79,         19289
Lenovo LEN-JP717 Bluetooth Speaker , Bluetooth Speaker, Lenovo , LEN-JP717   ,       6078,                 ,    98,           21,          6818
HP HP-LZ097 Laptop                 , Laptop           , HP     , HP-LZ097    ,      95984,                 ,   237,            7,        123321
LG LG-BH218 Mobile                 , Mobile           , LG     , LG-BH218    ,      37823,                 ,    96,            4,         47561
Dell DEL-MY095 Mobile              , Mobile           , Dell   , DEL-MY095   ,      40406,                 ,   100,           52,         45200
Lenovo LEN-QR453 Camera            , Camera           , Lenovo , LEN-QR453   ,     113723,                 ,   230,           50,        137390
Dell DEL-NY571 Camera              , Camera           , Dell   , DEL-NY571   ,      47371,                 ,   226,            7,         55492
JBL JBL-KJ863 Smartwatch           , Smartwatch       , JBL    , JBL-KJ863   ,      29715,                 ,   198,           86,         35494
Xiaomi XIA-YQ457 Earbuds           , Earbuds          , Xiaomi , XIA-YQ457   ,       4216,                 ,   129,           62,          4440
Samsung SAM-CI269 Bluetooth Speaker, Bluetooth Speaker, Samsung, SAM-CI269   ,       7548,                 ,    78,           21,          7968
Samsung SAM-RI993 Laptop           , Laptop           , Samsung, SAM-RI993   ,      48177,                 ,   119,           39,         60428
HP HP-AN755 Smartwatch             , Smartwatch       , HP     , HP-AN755    ,      28476,                 ,   212,           90,         31738
Samsung SAM-HQ300 Smart TV         , Smart TV         , Samsung, SAM-HQ300   ,      76532,                 ,   228,           45,         84924
JBL JBL-NQ262 Camera               , Camera           , JBL    , JBL-NQ262   ,     146743,                 ,   226,           60,        175556
LG LG-VF887 Bluetooth Speaker      , Bluetooth Speaker, LG     , LG-VF887    ,      11634,                 ,    51,           55,         13801
Lenovo LEN-VB607 Smart TV          , Smart TV         , Lenovo , LEN-VB607   ,      49300,                 ,   195,           34,         58986
Apple APP-BE208 Mobile             , Mobile           , Apple  , APP-BE208   ,      43487,                 ,   231,           99,         55280
LG LG-KQ406 Earbuds                , Earbuds          , LG     , LG-KQ406    ,       6364,                 ,   156,           38,          7854
Samsung SAM-QQ757 Smartwatch       , Smartwatch       , Samsung, SAM-QQ757   ,      25548,                 ,   112,           64,         34154
Dell DEL-YC730 Mobile              , Mobile           , Dell   , DEL-YC730   ,      38784,                 ,   168,            1,         48387
Boat BOA-JV012 Camera              , Camera           , Boat   , BOA-JV012   ,      18631,                 ,     9,           58,         20985
LG LG-UW262 Bluetooth Speaker      , Bluetooth Speaker, LG     , LG-UW262    ,      19663,                 ,   202,           34,         23368
Lenovo LEN-JY551 Camera            , Camera           , Lenovo , LEN-JY551   ,      66399,                 ,   144,           60,         74240
Canon CAN-PN937 Mobile             , Mobile           , Canon  , CAN-PN937   ,      31431,                 ,    68,           32,         41323
Dell DEL-FX811 Bluetooth Speaker   , Bluetooth Speaker, Dell   , DEL-FX811   ,       8083,                 ,   100,            8,          9729
HP HP-FE788 Smartwatch             , Smartwatch       , HP     , HP-FE788    ,       7940,                 ,    86,           43,          8427
Boat BOA-QB621 Smartwatch          , Smartwatch       , Boat   , BOA-QB621   ,       6456,                 ,   151,           99,          6918
Boat BOA-YJ622 Smartwatch          , Smartwatch       , Boat   , BOA-YJ622   ,       5711,                 ,   147,           21,          6057
Xiaomi XIA-IL635 Mobile            , Mobile           , Xiaomi , XIA-IL635   ,      34903,                 ,   109,          100,         40347
Canon CAN-JI402 Smartwatch         , Smartwatch       , Canon  , CAN-JI402   ,      12866,                 ,   210,            7,         17256
Lenovo LEN-LV178 Laptop            , Laptop           , Lenovo , LEN-LV178   ,      89027,                 ,   185,            5,        102955
Boat BOA-JH516 Smart TV            , Smart TV         , Boat   , BOA-JH516   ,      25439,                 ,   110,           96,         29949
HP HP-WD528 Camera                 , Camera           , HP     , HP-WD528    ,      54279,                 ,   222,            8,         72753
Apple APP-XW685 Mobile             , Mobile           , Apple  , APP-XW685   ,      41144,                 ,   177,           67,         47915
Canon CAN-FA285 Camera             , Camera           , Canon  , CAN-FA285   ,     112661,                 ,   104,           41,        127105
Sony SON-JF772 Bluetooth Speaker   , Bluetooth Speaker, Sony   , SON-JF772   ,      13504,                 ,   189,           10,         16327
JBL JBL-NK568 Smart TV             , Smart TV         , JBL    , JBL-NK568   ,      54964,                 ,    90,            2,         59777
Canon CAN-RT115 Camera             , Camera           , Canon  , CAN-RT115   ,      74765,                 ,   159,           95,         89404
Lenovo LEN-WD790 Smartwatch        , Smartwatch       , Lenovo , LEN-WD790   ,       6983,                 ,   123,           98,          9032
Boat BOA-GG265 Camera              , Camera           , Boat   , BOA-GG265   ,      60838,                 ,   145,           55,         65902
Dell DEL-KX806 Camera              , Camera           , Dell   , DEL-KX806   ,      85119,                 ,   123,           89,        100408
JBL JBL-QH755 Mobile               , Mobile           , JBL    , JBL-QH755   ,      17889,                 ,   157,           84,         23844
Lenovo LEN-JP802 Smart TV          , Smart TV         , Lenovo , LEN-JP802   ,      66804,                 ,   178,           46,         83691
JBL JBL-KV378 Laptop               , Laptop           , JBL    , JBL-KV378   ,     109080,                 ,   226,           32,        135667
JBL JBL-WL252 Mobile               , Mobile           , JBL    , JBL-WL252   ,      16736,                 ,   174,           18,         18870
Sony SON-EP864 Laptop              , Laptop           , Sony   , SON-EP864   ,      53044,                 ,   125,            8,         59214
Apple APP-MM218 Earbuds            , Earbuds          , Apple  , APP-MM218   ,        801,                 ,   134,           23,          1016
Xiaomi XIA-BO160 Mobile            , Mobile           , Xiaomi , XIA-BO160   ,      20571,                 ,    85,           22,         21931
Sony SON-BG195 Smartwatch          , Smartwatch       , Sony   , SON-BG195   ,      23714,                 ,    91,           29,         26815
Lenovo LEN-AS620 Smartwatch        , Smartwatch       , Lenovo , LEN-AS620   ,      19140,                 ,    28,           85,         21043
Canon CAN-ZW186 Smart TV           , Smart TV         , Canon  , CAN-ZW186   ,      75731,                 ,    94,           79,         98097
Canon CAN-VE627 Camera             , Camera           , Canon  , CAN-VE627   ,      35567,                 ,    21,           43,         40998
Boat BOA-PB310 Earbuds             , Earbuds          , Boat   , BOA-PB310   ,       2968,                 ,   183,            3,          3642
JBL JBL-RV619 Smartwatch           , Smartwatch       , JBL    , JBL-RV619   ,      11894,                 ,    22,           29,         12866
Samsung SAM-WN706 Smartwatch       , Smartwatch       , Samsung, SAM-WN706   ,       8926,                 ,    24,            8,         10917
JBL JBL-VX765 Smartwatch           , Smartwatch       , JBL    , JBL-VX765   ,      11553,                 ,    71,            1,         14064
Samsung SAM-SL947 Earbuds          , Earbuds          , Samsung, SAM-SL947   ,       6495,                 ,   192,            4,          8235
Canon CAN-UX854 Earbuds            , Earbuds          , Canon  , CAN-UX854   ,       7771,                 ,    63,           98,          8611
Boat BOA-TX055 Earbuds             , Earbuds          , Boat   , BOA-TX055   ,       4062,                 ,   148,           46,          4643
Xiaomi XIA-AT055 Earbuds           , Earbuds          , Xiaomi , XIA-AT055   ,       6874,                 ,    65,           41,          8485
Lenovo LEN-FU414 Smart TV          , Smart TV         , Lenovo , LEN-FU414   ,      87695,                 ,   243,           36,        112700
HP HP-GN569 Smartwatch             , Smartwatch       , HP     , HP-GN569    ,      17933,                 ,    57,           54,         23392
Xiaomi XIA-KU435 Smart TV          , Smart TV         , Xiaomi , XIA-KU435   ,      55851,                 ,    13,           34,         71138
HP HP-PU318 Earbuds                , Earbuds          , HP     , HP-PU318    ,       7687,                 ,   242,           95,          8825
Xiaomi XIA-LS124 Mobile            , Mobile           , Xiaomi , XIA-LS124   ,      11110,                 ,   210,           58,         13233
JBL JBL-PR036 Earbuds              , Earbuds          , JBL    , JBL-PR036   ,       2679,                 ,   131,           20,          3122
Apple APP-VM602 Camera             , Camera           , Apple  , APP-VM602   ,      33313,                 ,   226,           26,         43835
Apple APP-PS946 Earbuds            , Earbuds          , Apple  , APP-PS946   ,       2328,                 ,    53,           21,          2907
Canon CAN-BU140 Earbuds            , Earbuds          , Canon  , CAN-BU140   ,       6845,                 ,     3,           60,          8459
Lenovo LEN-YN175 Camera            , Camera           , Lenovo , LEN-YN175   ,      48848,                 ,    16,           71,         56971
Xiaomi XIA-PR369 Bluetooth Speaker , Bluetooth Speaker, Xiaomi , XIA-PR369   ,       3563,                 ,     2,           88,          4286
HP HP-UJ355 Mobile                 , Mobile           , HP     , HP-UJ355    ,      29225,                 ,   131,           24,         35609
Apple APP-XO755 Bluetooth Speaker  , Bluetooth Speaker, Apple  , APP-XO755   ,       1161,                 ,   146,           31,          1427
HP HP-FZ440 Earbuds                , Earbuds          , HP     , HP-FZ440    ,       3759,                 ,    48,           63,          4877
LG LG-NO531 Laptop                 , Laptop           , LG     , LG-NO531    ,      30997,                 ,   151,           76,         33932
HP HP-WV569 Smartwatch             , Smartwatch       , HP     , HP-WV569    ,       3541,                 ,   116,           31,          4761
Boat BOA-UT944 Smartwatch          , Smartwatch       , Boat   , BOA-UT944   ,      20251,                 ,   175,           45,         24406
Samsung SAM-MG372 Smartwatch       , Smartwatch       , Samsung, SAM-MG372   ,       8469,                 ,   182,           97,          9726
Xiaomi XIA-UK357 Bluetooth Speaker , Bluetooth Speaker, Xiaomi , XIA-UK357   ,       2169,                 ,   112,           92,          2519
Xiaomi XIA-HK735 Earbuds           , Earbuds          , Xiaomi , XIA-HK735   ,       3310,                 ,    56,           45,          4236
Boat BOA-IF517 Laptop              , Laptop           , Boat   , BOA-IF517   ,     102984,                 ,     3,           20,        121147
Boat BOA-TG222 Laptop              , Laptop           , Boat   , BOA-TG222   ,      55447,                 ,   142,           70,         61184
Xiaomi XIA-VJ710 Camera            , Camera           , Xiaomi , XIA-VJ710   ,      99045,                 ,   102,            9,        126199
Boat BOA-PT504 Bluetooth Speaker   , Bluetooth Speaker, Boat   , BOA-PT504   ,      13889,                 ,   248,           61,         17032
Dell DEL-MZ884 Smartwatch          , Smartwatch       , Dell   , DEL-MZ884   ,      11329,                 ,   204,           94,         13032
JBL JBL-HF507 Camera               , Camera           , JBL    , JBL-HF507   ,      68072,                 ,    50,           19,         90459
JBL JBL-AJ874 Smart TV             , Smart TV         , JBL    , JBL-AJ874   ,      45122,                 ,   242,           69,         53194
JBL JBL-LR025 Mobile               , Mobile           , JBL    , JBL-LR025   ,      13999,                 ,    48,           21,         15480
Dell DEL-PG524 Earbuds             , Earbuds          , Dell   , DEL-PG524   ,       7741,                 ,    99,           70,         10304
Dell DEL-JM273 Smartwatch          , Smartwatch       , Dell   , DEL-JM273   ,      29201,                 ,   230,           39,         31367
LG LG-HE152 Camera                 , Camera           , LG     , LG-HE152    ,      20105,                 ,    23,           57,         26595
HP HP-UO818 Mobile                 , Mobile           , HP     , HP-UO818    ,      19493,                 ,   107,           60,         21784
Sony SON-MA418 Bluetooth Speaker   , Bluetooth Speaker, Sony   , SON-MA418   ,       8736,                 ,   151,           89,         11142
JBL JBL-NI428 Bluetooth Speaker    , Bluetooth Speaker, JBL    , JBL-NI428   ,      13835,                 ,   151,           30,         14582
LG LG-CE228 Mobile                 , Mobile           , LG     , LG-CE228    ,      15557,                 ,   162,           55,         17556
Boat BOA-TG358 Mobile              , Mobile           , Boat   , BOA-TG358   ,      25675,                 ,   137,           80,         33021
Samsung SAM-KJ665 Earbuds          , Earbuds          , Samsung, SAM-KJ665   ,       3971,                 ,   105,           89,          5074
Lenovo LEN-NZ235 Bluetooth Speaker , Bluetooth Speaker, Lenovo , LEN-NZ235   ,       1204,                 ,    72,           45,          1361
Boat BOA-XJ261 Camera              , Camera           , Boat   , BOA-XJ261   ,      20347,                 ,    83,           82,         21569
Lenovo LEN-VI658 Laptop            , Laptop           , Lenovo , LEN-VI658   ,      43681,                 ,    20,           68,         53229
Apple APP-EF322 Mobile             , Mobile           , Apple  , APP-EF322   ,      23073,                 ,     6,           70,         27072
LG LG-HL835 Bluetooth Speaker      , Bluetooth Speaker, LG     , LG-HL835    ,      15289,                 ,   202,           20,         19412
LG LG-EW122 Smart TV               , Smart TV         , LG     , LG-EW122    ,      85428,                 ,   235,           14,         91038
Apple APP-FK094 Bluetooth Speaker  , Bluetooth Speaker, Apple  , APP-FK094   ,       6432,                 ,    20,           82,          7707
Samsung SAM-UN916 Mobile           , Mobile           , Samsung, SAM-UN916   ,      34228,                 ,   217,           37,         42656
Lenovo LEN-YK274 Mobile            , Mobile           , Lenovo , LEN-YK274   ,      37703,                 ,   114,           89,         43414
Sony SON-NE039 Laptop              , Laptop           , Sony   , SON-NE039   ,      87292,                 ,   248,           61,        107592
Boat BOA-MW951 Camera              , Camera           , Boat   , BOA-MW951   ,     105536,                 ,   116,           68,        111510
JBL JBL-EP665 Bluetooth Speaker    , Bluetooth Speaker, JBL    , JBL-EP665   ,      16352,                 ,   246,           33,         21342
Lenovo LEN-QI358 Smartwatch        , Smartwatch       , Lenovo , LEN-QI358   ,      12879,                 ,    97,           28,         13966
HP HP-JG308 Smart TV               , Smart TV         , HP     , HP-JG308    ,      43481,                 ,   166,           86,         52732
Sony SON-IM099 Camera              , Camera           , Sony   , SON-IM099   ,      60232,                 ,   197,           70,         73065
HP HP-AL220 Smart TV               , Smart TV         , HP     , HP-AL220    ,      89184,                 ,     4,            2,        105111
Xiaomi XIA-KO317 Earbuds           , Earbuds          , Xiaomi , XIA-KO317   ,       6665,                 ,    65,           74,          8697
LG LG-FC657 Smart TV               , Smart TV         , LG     , LG-FC657    ,      85633,                 ,   178,           39,        112059
Lenovo LEN-HQ521 Smartwatch        , Smartwatch       , Lenovo , LEN-HQ521   ,      11535,                 ,    37,           60,         14835
Sony SON-DC447 Mobile              , Mobile           , Sony   , SON-DC447   ,      10666,                 ,   191,           63,         12668
Xiaomi XIA-ID909 Smart TV          , Smart TV         , Xiaomi , XIA-ID909   ,      30800,                 ,   134,           21,         34200
HP HP-DL000 Earbuds                , Earbuds          , HP     , HP-DL000    ,       5127,                 ,    67,           86,          6221
Dell DEL-KU436 Laptop              , Laptop           , Dell   , DEL-KU436   ,      30774,                 ,   212,           79,         34204
Dell DEL-CT123 Mobile              , Mobile           , Dell   , DEL-CT123   ,      24133,                 ,    13,           27,         26509
Boat BOA-EX230 Smartwatch          , Smartwatch       , Boat   , BOA-EX230   ,      26932,                 ,    57,           28,         31924
Xiaomi XIA-KZ291 Camera            , Camera           , Xiaomi , XIA-KZ291   ,      44118,                 ,   247,            3,         53636
Apple APP-NZ463 Bluetooth Speaker  , Bluetooth Speaker, Apple  , APP-NZ463   ,      11183,                 ,    41,           99,         12689
Sony SON-QB952 Earbuds             , Earbuds          , Sony   , SON-QB952   ,       5369,                 ,    22,           89,          6236
HP HP-FX821 Bluetooth Speaker      , Bluetooth Speaker, HP     , HP-FX821    ,      19810,                 ,   146,           69,         23061
LG LG-IE217 Bluetooth Speaker      , Bluetooth Speaker, LG     , LG-IE217    ,       3551,                 ,     7,           24,          3927
Samsung SAM-PR617 Mobile           , Mobile           , Samsung, SAM-PR617   ,      39243,                 ,   228,           85,         50122
Sony SON-MR397 Laptop              , Laptop           , Sony   , SON-MR397   ,      32239,                 ,    46,           15,         41568
Samsung SAM-JE514 Mobile           , Mobile           , Samsung, SAM-JE514   ,      28447,                 ,   209,           42,         37524
JBL JBL-UT841 Earbuds              , Earbuds          , JBL    , JBL-UT841   ,       7471,                 ,    11,            2,          9404
LG LG-JD844 Bluetooth Speaker      , Bluetooth Speaker, LG     , LG-JD844    ,       5943,                 ,     2,           27,          7768
JBL JBL-SE137 Earbuds              , Earbuds          , JBL    , JBL-SE137   ,       6245,                 ,   229,           33,          6873
